25,9.64725,9.66134,9.66134,9.67633,
26,9.69636,9.65539,9.65539,9.6718,
27,9.65439,9.6596,9.6596,9.67538,
28,9.68848,9.65426,9.65426,9.67144,
29,9.65997,9.65827,9.65827,9.67423,
30,9.68167,9.65344,9.65344,9.67082,
31,9.66424,9.65714,9.65714,9.67296,
32,9.67562,9.65294,9.65294,9.66993,
33,9.66762,9.65631,9.65631,9.67162,
34,9.67004,9.65247,9.65247,9.66883,
35,9.66992,9.65538,9.65538,9.66998,
36,9.66478,9.65188,9.65188,9.66735,
37,9.67142,9.65437,9.65437,9.6681,
38,9.65981,9.65117,9.65117,9.66561,
39,9.67241,9.65347,9.65347,9.66611,
40,9.65524,9.65055,9.65055,9.66382,
41,9.67307,9.65271,9.65271,9.66415,
42,9.65116,9.65014,9.65014,9.66212,
43,9.67336,9.65194,9.65194,9.66226,
44,9.64746,9.64986,9.64986,9.66041,
45,9.67367,9.65148,9.65148,9.66056,
46,9.6437,9.6495,9.6495,9.65868,
47,9.67347,9.65093,9.65093,9.65859,
48,9.64024,9.64919,9.64919,9.65686,
49,9.67317,9.65049,9.65049,9.65671,
50,9.63705,9.64892,9.64892,9.65511,
51,9.67256,9.64993,9.64993,9.6548,
52,9.63451,9.64872,9.64872,9.65353,
53,9.67186,9.64944,9.64944,9.65318,
54,9.63197,9.64836,9.64836,9.65191,
55,9.67124,9.64916,9.64916,9.6516,
56,9.6298,9.64824,9.64824,9.65052,
57,9.67055,9.64892,9.64892,9.65018,
58,9.62766,9.64798,9.64798,9.6491,
59,9.66976,9.64866,9.64866,9.64871,
60,9.62566,9.6478,9.6478,9.64771,
61,9.66856,9.64808,9.64808,9.64711,
62,9.62435,9.64745,9.64745,9.64645,
63,9.66756,9.64774,9.64774,9.64595,
64,9.62317,9.64722,9.64722,9.64537,
65,9.66655,9.64741,9.64741,9.64486,
66,9.62282,9.64689,9.64689,9.64469,
67,9.66569,9.64723,9.64723,9.64425,
68,9.62418,9.64662,9.64662,9.64494,
69,9.66473,9.647,9.647,9.64446,
70,9.62723,9.6465,9.6465,9.64598,
71,9.6638,9.64683,9.64683,9.64552,
72,9.62993,9.64633,9.64633,9.64686,
73,9.66273,9.64656,9.64656,9.64633,
74,9.63249,9.64629,9.64629,9.64761,
75,9.6617,9.64634,9.64634,9.6471,
76,9.63448,9.6459,9.6459,9.64809,
77,9.66059,9.64606,9.64606,9.64753,
78,9.63646,9.64585,9.64585,9.64852,
79,9.65959,9.64591,9.64591,9.64803,
80,9.63834,9.64585,9.64585,9.64897,
81,9.65866,9.64581,9.64581,9.6485,
82,9.6397,9.6455,9.6455,9.64918,
83,9.6573,9.64529,9.64529,9.64849,
84,9.64147,9.64571,9.64571,9.64938,
85,9.65652,9.64536,9.64536,9.64899,
86,9.64254,9.64536,9.64536,9.64953,
87,9.65546,9.64516,9.64516,9.649,
88,9.64391,9.64546,9.64546,9.64969,
89,9.65446,9.64499,9.64499,9.64918,
90,9.64477,9.64516,9.64516,9.64961,
91,9.65337,9.64476,9.64476,9.64907,
92,9.64579,9.64512,9.64512,9.64958,
93,9.65255,9.64479,9.64479,9.64917,
94,9.64655,9.64493,9.64493,9.64955,
95,9.65157,9.64465,9.64465,9.64906,
96,9.6474,9.6449,9.6449,9.64949,
97,9.65031,9.64423,9.64423,9.64886,
98,9.6483,9.64501,9.64501,9.6493,
99,9.64958,9.64432,9.64432,9.64894,
100,9.64873,9.64473,9.64473,9.64915,
101,9.6485,9.64408,9.64408,9.64861,
102,9.64911,9.64447,9.64447,9.64881,
103,9.64735,9.64379,9.64379,9.64823,
104,9.64984,9.64462,9.64462,9.6486,
105,9.64664,9.64392,9.64392,9.64824,
106,9.65041,9.64467,9.64467,9.64852,
107,9.64583,9.64393,9.64393,9.64812,
108,9.65078,9.64457,9.64457,9.64831,
109,9.64483,9.64376,9.64376,9.64781,
110,9.6509,9.64428,9.64428,9.64787,
111,9.64411,9.64387,9.64387,9.6475,
112,9.65122,9.64424,9.64424,9.64766,
113,9.64318,9.64372,9.64372,9.6472,
114,9.65123,9.64392,9.64392,9.6472,
115,9.64194,9.64326,9.64326,9.64658,
116,9.65136,9.64378,9.64378,9.64665,
117,9.64145,9.64347,9.64347,9.64641,
118,9.65159,9.64378,9.64378,9.64652,
119,9.64058,9.64331,9.64331,9.64609,
120,9.65194,9.64393,9.64393,9.64626,
121,9.63983,9.64326,9.64326,9.64589,
122,9.65181,9.64363,9.64363,9.64582,
123,9.63915,9.64326,9.64326,9.64548,
124,9.6517,9.64339,9.64339,9.64542,
125,9.638,9.64279,9.64279,9.64485,
126,9.65159,9.64318,9.64318,9.6448,
127,9.63746,9.64289,9.64289,9.64452,
128,9.65203,9.64354,9.64354,9.64474,
129,9.63686,9.64294,9.64294,9.64444,
130,9.65183,9.6433,9.6433,9.64435,
131,9.63628,9.643,9.643,9.64405,
132,9.65156,9.643,9.643,9.64392,
133,9.63566,9.643,9.643,9.64361,
134,9.65177,9.64322,9.64322,9.64372,
135,9.63495,9.6429,9.6429,9.64336,
136,9.65131,9.64278,9.64278,9.64313,
137,9.63424,9.64272,9.64272,9.64278,
138,9.6513,9.64281,9.64281,9.64277,
139,9.63338,9.6424,9.6424,9.64234,
140,9.65112,9.64269,9.64269,9.64225,
141,9.63299,9.64252,9.64252,9.64206,
142,9.65137,9.64302,9.64302,9.64218,
143,9.63245,9.64249,9.64249,9.64191,
144,9.65083,9.64257,9.64257,9.64164,
145,9.63181,9.64226,9.64226,9.64132,
146,9.65068,9.64252,9.64252,9.64124,
147,9.63169,9.64247,9.64247,9.64118,
148,9.65029,9.64225,9.64225,9.64099,
149,9.63135,9.64243,9.64243,9.64082,
150,9.65029,9.64238,9.64238,9.64082,
151,9.63115,9.64215,9.64215,9.64072,
152,9.65003,9.64227,9.64227,9.64059,
153,9.63207,9.64225,9.64225,9.64105,
154,9.65013,9.64252,9.64252,9.6411,
155,9.63274,9.64204,9.64204,9.64143,
156,9.64991,9.64248,9.64248,9.64132,
157,9.63376,9.64223,9.64223,9.64184,
158,9.6494,9.64214,9.64214,9.64158,
159,9.63439,9.64207,9.64207,9.6419,
160,9.64921,9.64215,9.64215,9.6418,
161,9.63535,9.64228,9.64228,9.64228,
162,9.64863,9.64176,9.64176,9.64199,
163,9.63588,9.64209,9.64209,9.64225,
164,9.6484,9.64174,9.64174,9.64214,
165,9.63672,9.64226,9.64226,9.64256,
166,9.6485,9.64207,9.64207,9.64261,
167,9.63713,9.64202,9.64202,9.64282,
168,9.64821,9.642,9.642,9.64267,
169,9.63784,9.64208,9.64208,9.64302,
170,9.64819,9.64222,9.64222,9.64301,
171,9.63806,9.64174,9.64174,9.64312,
172,9.64773,9.64201,9.64201,9.6429,
173,9.63856,9.64168,9.64168,9.64315,
174,9.64762,9.64214,9.64214,9.64309,
175,9.63932,9.6419,9.6419,9.64347,
176,9.64698,9.64175,9.64175,9.64315,
177,9.63958,9.64166,9.64166,9.64328,
178,9.64664,9.64165,9.64165,9.64311,
179,9.6401,9.64171,9.64171,9.64337,
180,9.64658,9.64186,9.64186,9.64334,
181,9.64088,9.64204,9.64204,9.64373,
182,9.64595,9.6415,9.6415,9.64341,
183,9.64111,9.64184,9.64184,9.64353,
184,9.64566,9.64147,9.64147,9.64339,
185,9.64158,9.6419,9.6419,9.64362,
186,9.64558,9.64166,9.64166,9.64358,
187,9.64148,9.64142,9.64142,9.64353,
188,9.64493,9.64128,9.64128,9.64321,
189,9.64159,9.64118,9.64118,9.64326,
190,9.64455,9.64117,9.64117,9.64307,
191,9.64193,9.6412,9.6412,9.64324,
192,9.6444,9.64129,9.64129,9.64317,
193,9.64252,9.64149,9.64149,9.64346,
194,9.6445,9.64166,9.64166,9.64351,
195,9.64246,9.64114,9.64114,9.64348,
196,9.644,9.64143,9.64143,9.64323,
197,9.64259,9.64099,9.64099,9.64329,
198,9.64375,9.64143,9.64143,9.64317,
199,9.64297,9.64112,9.64112,9.64336,
200,9.64371,9.64166,9.64166,9.64334,
201,9.64353,9.64145,9.64145,9.64362,
202,9.64301,9.64123,9.64123,9.64327,
203,9.64344,9.64112,9.64112,9.64322,
204,9.64247,9.64097,9.64097,9.64296,
205,9.64352,9.64099,9.64099,9.643,
206,9.6422,9.64097,9.64097,9.64286,
207,9.64383,9.6411,9.6411,9.64301,
208,9.64209,9.64114,9.64114,9.64296,
209,9.64433,9.64142,9.64142,9.64321,
210,9.64222,9.64154,9.64154,9.64328,
211,9.64409,9.641,9.641,9.64315,
212,9.64164,9.64123,9.64123,9.64286,
213,9.64403,9.64078,9.64078,9.64283,
214,9.64124,9.64112,9.64112,9.64264,
215,9.64418,9.64079,9.64079,9.64271,
216,9.64108,9.64122,9.64122,9.64263,
217,9.64447,9.64094,9.64094,9.64277,
218,9.64106,9.64147,9.64147,9.64276,
219,9.64495,9.64129,9.64129,9.64301,
220,9.64026,9.64096,9.64096,9.64261,
221,9.64464,9.64087,9.64087,9.64245,
222,9.63963,9.64061,9.64061,9.64213,
223,9.64451,9.64062,9.64062,9.64207,
224,9.63923,9.64048,9.64048,9.64187,
225,9.64456,9.64058,9.64058,9.64189,
226,9.63897,9.6405,9.6405,9.64176,
227,9.64477,9.64071,9.64071,9.64187,
228,9.63888,9.64068,9.64068,9.64183,
229,9.64513,9.64098,9.64098,9.64201,
230,9.63896,9.64107,9.64107,9.64205,
231,9.64464,9.64042,9.64042,9.6418,
232,9.63823,9.64062,9.64062,9.64143,
233,9.64534,9.64106,9.64106,9.64178,
234,9.63765,9.6403,9.6403,9.64149,
235,9.64517,9.64085,9.64085,9.64141,
236,9.63826,9.64118,9.64118,9.64171,
237,9.64516,9.6408,9.6408,9.64171,
238,9.63807,9.64123,9.64123,9.64161,
239,9.64529,9.64089,9.64089,9.64168,
240,9.63693,9.64036,9.64036,9.64111,
241,9.64557,9.64115,9.64115,9.64125,
242,9.63696,9.64066,9.64066,9.64127,
243,9.64491,9.64047,9.64047,9.64093,
244,9.63722,9.64118,9.64118,9.64107,
245,9.64549,9.64104,9.64104,9.64136,
246,9.63654,9.64075,9.64075,9.64102,
247,9.64514,9.64068,9.64068,9.64084,
248,9.63596,9.64044,9.64044,9.64055,
249,9.64492,9.64046,9.64046,9.64044,
250,9.63552,9.64027,9.64027,9.64022,
251,9.64481,9.64035,9.64035,9.64016,
252,9.63526,9.64026,9.64026,9.64003,
253,9.64485,9.64041,9.64041,9.64006,
254,9.63518,9.6404,9.6404,9.64001,
255,9.64507,9.64063,9.64063,9.64012,
256,9.63524,9.64068,9.64068,9.64015,
257,9.64538,9.64097,9.64097,9.64031,
258,9.63538,9.64106,9.64106,9.64038,
259,9.64468,9.64029,9.64029,9.64003,
260,9.63461,9.6405,9.6405,9.63965,
261,9.64527,9.6409,9.6409,9.63994,
262,9.63394,9.64002,9.64002,9.6396,
263,9.64483,9.64049,9.64049,9.63938,
264,9.63461,9.64083,9.64083,9.63972,
265,9.6445,9.6402,9.6402,9.63956,
266,9.63426,9.64061,9.64061,9.63938,
267,9.64432,9.64006,9.64006,9.63929,
268,9.63417,9.64052,9.64052,9.63925,
269,9.64425,9.64004,9.64004,9.63921,
270,9.63443,9.64055,9.64055,9.63934,
271,9.64428,9.64012,9.64012,9.63935,
272,9.63497,9.6407,9.6407,9.63963,
273,9.64442,9.64032,9.64032,9.6397,
274,9.6344,9.63978,9.63978,9.63941,
275,9.64471,9.64067,9.64067,9.63956,
276,9.63514,9.64015,9.64015,9.63993,
277,9.64391,9.63992,9.63992,9.63952,
278,9.63601,9.64069,9.64069,9.63996,
279,9.64438,9.64046,9.64046,9.64019,
280,9.63573,9.64009,9.64009,9.64005,
281,9.6438,9.63995,9.63995,9.63976,
282,9.63682,9.64083,9.64083,9.64031,
283,9.6445,9.64072,9.64072,9.64066,
284,9.63674,9.64047,9.64047,9.64062,
285,9.64415,9.64044,9.64044,9.64045,
286,9.63678,9.64022,9.64022,9.64047,
287,9.64385,9.64022,9.64022,9.64031,
288,9.63691,9.64007,9.64007,9.64038,
289,9.64365,9.6401,9.6401,9.64028,
290,9.63713,9.64001,9.64001,9.64039,
291,9.64359,9.64012,9.64012,9.64036,
292,9.63745,9.64007,9.64007,9.64052,
293,9.64356,9.64018,9.64018,9.64051,
294,9.63789,9.64026,9.64026,9.64073,
295,9.64371,9.64041,9.64041,9.6408,
296,9.63838,9.64051,9.64051,9.64105,
297,9.64391,9.6407,9.6407,9.64114,
298,9.63767,9.63956,9.63956,9.64079,
299,9.64292,9.63981,9.63981,9.6403,
300,9.63836,9.64003,9.64003,9.64064,
301,9.64338,9.64036,9.64036,9.64087,
302,9.63917,9.64061,9.64061,9.64127,
303,9.64253,9.63962,9.63962,9.64085,
304,9.63872,9.63994,9.63994,9.64062,
305,9.64316,9.64035,9.64035,9.64094,
306,9.63972,9.64073,9.64073,9.64144,
307,9.64253,9.63982,9.63982,9.64112,
308,9.63946,9.64028,9.64028,9.64099,
309,9.64336,9.64076,9.64076,9.64141,
310,9.63924,9.63986,9.63986,9.6413,
311,9.6429,9.64041,9.64041,9.64107,
312,9.63913,9.63958,9.63958,9.64102,
313,9.64253,9.64015,9.64015,9.64083,
314,9.64051,9.64078,9.64078,9.64152,
315,9.64232,9.64004,9.64004,9.64141,
316,9.64057,9.64066,9.64066,9.64145,
317,9.64207,9.63991,9.63991,9.64132,
318,9.64071,9.64065,9.64065,9.64139,
319,9.64199,9.63994,9.63994,9.64135,
320,9.64091,9.64069,9.64069,9.64145,
321,9.642,9.64006,9.64006,9.64145,
322,9.63981,9.63944,9.63944,9.6409,
323,9.64205,9.64025,9.64025,9.64093,
324,9.64018,9.63964,9.63964,9.64112,
325,9.64222,9.64053,9.64053,9.6412,
326,9.64065,9.63998,9.63998,9.64143,
327,9.64103,9.63946,9.63946,9.64084,
328,9.64119,9.64038,9.64038,9.64111,
329,9.64138,9.63993,9.63993,9.64129,
330,9.64037,9.63943,9.63943,9.64087,
331,9.6418,9.64047,9.64047,9.64108,
332,9.64107,9.64001,9.64001,9.64144,
333,9.64079,9.6396,9.6396,9.64093,
334,9.64039,9.6392,9.6392,9.64059,
335,9.64136,9.64029,9.64029,9.64087,
336,9.64121,9.63992,9.63992,9.64128,
337,9.64056,9.63962,9.63962,9.64089,
338,9.64068,9.63928,9.63928,9.64062,
339,9.64131,9.64049,9.64049,9.641,
340,9.64169,9.64019,9.64019,9.6415,
341,9.64066,9.63997,9.63997,9.64117,
342,9.6413,9.63971,9.63971,9.64098,
343,9.64001,9.63946,9.63946,9.64065,
344,9.64095,9.63927,9.63927,9.64048,
345,9.64104,9.64061,9.64061,9.64099,
346,9.6422,9.64045,9.64045,9.64162,
347,9.64056,9.64027,9.64027,9.64138,
348,9.642,9.64015,9.64015,9.64128,
349,9.6402,9.64004,9.64004,9.6411,
350,9.64188,9.63996,9.63996,9.64104,
351,9.63989,9.63986,9.63986,9.64088,
352,9.6418,9.63981,9.63981,9.64084,
353,9.63964,9.63974,9.63974,9.64072,
354,9.6418,9.63975,9.63975,9.64072,
355,9.63945,9.63969,9.63969,9.64063,
356,9.64187,9.63975,9.63975,9.64066,
357,9.63936,9.63971,9.63971,9.64062,
358,9.64201,9.63983,9.63983,9.64068,
359,9.63935,9.63983,9.63983,9.64068,
360,9.64219,9.63994,9.63994,9.64077,
361,9.63941,9.64002,9.64002,9.6408,
362,9.64248,9.64017,9.64017,9.64094,
363,9.63948,9.64024,9.64024,9.64098,
364,9.64279,9.64044,9.64044,9.64114,
365,9.63806,9.63895,9.63895,9.64042,
366,9.64158,9.63918,9.63918,9.63982,
367,9.63831,9.63933,9.63933,9.63994,
368,9.64205,9.6396,9.6396,9.64018,
369,9.63864,9.63979,9.63979,9.64034,
370,9.64257,9.64008,9.64008,9.6406,
371,9.63903,9.64032,9.64032,9.6408,
372,9.64152,9.63899,9.63899,9.64028,
373,9.6378,9.63924,9.63924,9.63966,
374,9.64217,9.63961,9.63961,9.63999,
375,9.63833,9.6399,9.6399,9.64025,
376,9.64289,9.6403,9.6403,9.64061,
377,9.63729,9.63897,9.63897,9.64009,
378,9.64201,9.63939,9.63939,9.63965,
379,9.63791,9.63973,9.63973,9.63996,
380,9.64285,9.64019,9.64019,9.64038,
381,9.63694,9.63891,9.63891,9.6399,
382,9.64207,9.63939,9.63939,9.63951,
383,9.63772,9.63982,9.63982,9.6399,
384,9.64304,9.64034,9.64034,9.64038,
385,9.63691,9.63914,9.63914,9.63997,
386,9.6424,9.63968,9.63968,9.63965,
387,9.63777,9.64014,9.64014,9.64008,
388,9.64178,9.63904,9.63904,9.63977,
389,9.63711,9.63958,9.63958,9.63944,
390,9.64293,9.64018,9.64018,9.64002,
391,9.63644,9.63904,9.63904,9.63968,
392,9.64242,9.63966,9.63966,9.63943,
393,9.63751,9.64026,9.64026,9.63997,
394,9.64201,9.63924,9.63924,9.63976,
395,9.637,9.63985,9.63985,9.6395,
396,9.6416,9.63883,9.63883,9.6393,
397,9.63643,9.63944,9.63944,9.63901,
398,9.64301,9.64023,9.64023,9.63972,
399,9.63601,9.63915,9.63915,9.63951,
400,9.64269,9.63991,9.63991,9.63935,
401,9.63559,9.63887,9.63887,9.63914,
402,9.64244,9.63967,9.63967,9.63902,
403,9.63704,9.64045,9.64045,9.63974,
404,9.64226,9.63948,9.63948,9.63965,
405,9.63674,9.64028,9.64028,9.6395,
406,9.64214,9.63937,9.63937,9.63944,
407,9.63653,9.64016,9.64016,9.63933,
408,9.64202,9.63927,9.63927,9.63928,
409,9.63642,9.64016,9.64016,9.63922,
410,9.64199,9.63925,9.63925,9.63921,
411,9.63625,9.64012,9.64012,9.63912,
412,9.64201,9.63928,9.63928,9.63913,
413,9.63624,9.64022,9.64022,9.63913,
414,9.64207,9.63936,9.63936,9.63916,
415,9.63627,9.64031,9.64031,9.63917,
416,9.64219,9.6395,9.6395,9.63923,
417,9.63452,9.63864,9.63864,9.63836,
418,9.64237,9.63968,9.63968,9.63844,
419,9.63472,9.63886,9.63886,9.63854,
420,9.64257,9.63992,9.63992,9.63865,
421,9.63506,9.6391,9.6391,9.63882,
422,9.64285,9.64021,9.64021,9.63895,
423,9.63558,9.63944,9.63944,9.63921,
424,9.64127,9.63866,9.63866,9.63842,
425,9.6361,9.63975,9.63975,9.63868,
426,9.64166,9.63907,9.63907,9.63888,
427,9.63671,9.64021,9.64021,9.63918,
428,9.64207,9.63951,9.63951,9.63939,
429,9.63548,9.63881,9.63881,9.63877,
430,9.64251,9.63998,9.63998,9.63899,
431,9.63616,9.63932,9.63932,9.63933,
432,9.64114,9.63865,9.63865,9.63865,
433,9.63689,9.63987,9.63987,9.63902,
434,9.64171,9.63925,9.63925,9.6393,
435,9.63575,9.63859,9.63859,9.63873,
436,9.64229,9.63986,9.63986,9.63902,
437,9.63656,9.63921,9.63921,9.63943,
438,9.64106,9.63867,9.63867,9.63881,
439,9.63746,9.63997,9.63997,9.63926,
440,9.64177,9.63941,9.63941,9.63961,
441,9.63645,9.63879,9.63879,9.63911,
442,9.64251,9.64019,9.64019,9.63948,
443,9.6374,9.6396,9.6396,9.63996,
444,9.64135,9.63908,9.63908,9.63938,
445,9.63647,9.63852,9.63852,9.63891,
446,9.64222,9.63998,9.63998,9.63934,
447,9.63751,9.63942,9.63942,9.63987,
448,9.64116,9.63897,9.63897,9.63934,
449,9.63661,9.63837,9.63837,9.63889,
450,9.64211,9.63996,9.63996,9.63936,
451,9.63776,9.6394,9.6394,9.63994,
452,9.64111,9.639,9.639,9.63944,
453,9.63697,9.63849,9.63849,9.63904,
454,9.64212,9.64005,9.64005,9.63955,
455,9.63818,9.63958,9.63958,9.64015,
456,9.64122,9.6392,9.6392,9.6397,
457,9.63748,9.63874,9.63874,9.63935,
458,9.64232,9.64036,9.64036,9.6399,
459,9.6388,9.63993,9.63993,9.64056,
460,9.64149,9.63958,9.63958,9.64015,
461,9.63813,9.63914,9.63914,9.63981,
462,9.64069,9.63882,9.63882,9.63941,
463,9.6375,9.63841,9.63841,9.63909,
464,9.64198,9.64017,9.64017,9.63974,
465,9.63897,9.63975,9.63975,9.64048,
466,9.64124,9.63947,9.63947,9.64011,
467,9.63841,9.63909,9.63909,9.63982,
468,9.64053,9.63882,9.63882,9.63947,
469,9.63792,9.6385,9.6385,9.63923,
470,9.64199,9.64031,9.64031,9.63995,
471,9.63947,9.63997,9.63997,9.64073,
472,9.64135,9.63974,9.63974,9.64041,
473,9.63904,9.63945,9.63945,9.6402,
474,9.64074,9.63919,9.63919,9.63989,
475,9.63861,9.63889,9.63889,9.63968,
476,9.64023,9.63873,9.63873,9.63942,
477,9.63824,9.63842,9.63842,9.63923,
478,9.64181,9.64037,9.64037,9.64002,
479,9.64001,9.6401,9.6401,9.64091,
480,9.64135,9.63995,9.63995,9.64068,
481,9.63971,9.63972,9.63972,9.64053,
482,9.64089,9.63956,9.63956,9.6403,
483,9.6394,9.63932,9.63932,9.64014,
484,9.64053,9.63925,9.63925,9.63996,
485,9.63918,9.63902,9.63902,9.63985,
486,9.64013,9.63892,9.63892,9.63965,
487,9.63898,9.63874,9.63874,9.63955,
488,9.63982,9.63866,9.63866,9.6394,
489,9.6388,9.63848,9.63848,9.63931,
490,9.6395,9.63842,9.63842,9.63915,
491,9.63867,9.63827,9.63827,9.63908,
492,9.63927,9.63823,9.63823,9.63897,
493,9.64073,9.64026,9.64026,9.64,
494,9.64119,9.64022,9.64022,9.64096,
495,9.64066,9.64012,9.64012,9.64092,
496,9.64099,9.64009,9.64009,9.64082,
497,9.64064,9.64005,9.64005,9.64081,
498,9.64082,9.63999,9.63999,9.64073,
499,9.64063,9.63994,9.63994,9.64073,
500,9.64077,9.63999,9.63999,9.6407,
501,9.64065,9.63991,9.63991,9.64071,
502,9.64069,9.63997,9.63997,9.64067,
503,9.64072,9.63991,9.63991,9.6407,
504,9.64065,9.64001,9.64001,9.64069,
505,9.64083,9.63997,9.63997,9.64075,
506,9.64056,9.63999,9.63999,9.6407,
507,9.64097,9.64005,9.64005,9.64077,
508,9.64061,9.64011,9.64011,9.64079,
509,9.64112,9.64014,9.64014,9.64086,
510,9.6407,9.64027,9.64027,9.64091,
511,9.6413,9.64027,9.64027,9.641,
512,9.6385,9.63815,9.63815,9.6399,
